index,term,TF,IDF,TF-IDF
3593,cumplidas,0.000006,1.871802,0.000012
3594,cumplido,0.000058,1.871802,0.000109
3595,cumplidos,0.000006,1.871802,0.000012
3596,cumplie,0.000006,1.871802,0.000012
3597,cumpliese,0.000026,1.871802,0.000048
3598,cumplilla,0.000006,1.871802,0.000012
3599,cumplille,0.000006,1.871802,0.000012
3600,cumplimiento,0.000013,1.871802,0.000024
3601,cumplio,0.000026,1.871802,0.000048
3602,cumplir,0.000097,1.871802,0.000181
3603,cumplira,0.000013,1.871802,0.000024
3604,cumpliri,0.000013,1.871802,0.000024
3605,cumplirle,0.000006,1.871802,0.000012
3606,cumplirlo,0.000013,1.871802,0.000024
3607,cumpliselos,0.000006,1.871802,0.000012
3608,cumplo,0.000006,1.871802,0.000012
3609,cun,0.000006,1.871802,0.000012
3610,cupe,0.000006,1.871802,0.000012
3611,cupiese,0.000006,1.871802,0.000012
3612,cupo,0.000026,1.871802,0.000048
3613,cura,0.001592,1.871802,0.002980
3614,curaba,0.000013,1.871802,0.000024
3615,curaban,0.000006,1.871802,0.000012
3616,curadillo,0.000006,1.871802,0.000012
3617,curado,0.000019,1.871802,0.000036
3618,curan,0.000006,1.871802,0.000012
3619,curar,0.000052,1.871802,0.000097
3620,curara,0.000013,1.871802,0.000024
3621,curaremos,0.000006,1.871802,0.000012
3622,curarle,0.000013,1.871802,0.000024
3623,curarme,0.000006,1.871802,0.000012
3624,curarse,0.000019,1.871802,0.000036
3625,curase,0.000013,1.871802,0.000024
3626,curcios,0.000006,1.871802,0.000012
3627,cure,0.000026,1.871802,0.000048
3628,curiosa,0.000013,1.871802,0.000024
3629,curiosas,0.000013,1.871802,0.000024
3630,curiosidad,0.000077,1.871802,0.000145
3631,curioso,0.000064,1.871802,0.000121
3632,curiosos,0.000006,1.871802,0.000012
3633,curled,0.000000,1.871802,0.000000
3634,curo,0.000026,1.871802,0.000048
3635,current,0.000000,1.178655,0.000000
3636,currently,0.000000,1.871802,0.000000
3637,currents,0.000000,0.262364,0.000000
3638,cursado,0.000006,1.871802,0.000012
3639,curso,0.000013,1.871802,0.000024
3640,cuya,0.000245,1.871802,0.000459
3641,cuyas,0.000071,1.871802,0.000133
3642,cuyo,0.000168,1.871802,0.000314
3643,cuyos,0.000039,1.871802,0.000072
3644,d,0.000097,1.466337,0.000142
3645,da,0.000728,1.871802,0.001364
3646,daba,0.000458,1.871802,0.000857
3647,daban,0.000071,1.871802,0.000133
3648,dad,0.000006,1.871802,0.000012
3649,dada,0.000032,1.871802,0.000060
3650,dadas,0.000019,1.871802,0.000036
3651,dadivoso,0.000013,1.871802,0.000024
3652,dadme,0.000019,1.871802,0.000036
3653,dado,0.000490,1.871802,0.000917
3654,dador,0.000006,1.871802,0.000012
3655,dados,0.000013,1.871802,0.000024
3656,daga,0.000097,1.871802,0.000181
3657,daily,0.000000,0.619039,0.000000
3658,dale,0.000013,1.871802,0.000024
3659,dallas,0.000006,1.871802,0.000012
3660,dalle,0.000071,1.871802,0.000133
3661,dam,0.000006,1.871802,0.000012
3662,dama,0.000168,1.871802,0.000314
3663,damas,0.000129,1.871802,0.000241
3664,damascos,0.000006,1.871802,0.000012
3665,dame,0.000039,1.871802,0.000072
3666,damos,0.000006,1.871802,0.000012
3667,damp,0.000000,1.178655,0.000000
3668,dampness,0.000000,1.871802,0.000000
3669,dan,0.000393,1.871802,0.000736
3670,danced,0.000000,1.871802,0.000000
3671,dando,0.000245,1.871802,0.000459
3672,dandome,0.000006,1.871802,0.000012
3673,danza,0.000006,1.871802,0.000012
3674,dar,0.001096,1.871802,0.002051
3675,dara,0.000110,1.871802,0.000205
3676,daraida,0.000006,1.871802,0.000012
3677,dardos,0.000013,1.871802,0.000024
3678,dare,0.000135,1.466337,0.000199
3679,daremos,0.000013,1.871802,0.000024
3680,daren,0.000000,1.871802,0.000000
3681,dari,0.000103,1.871802,0.000193
3682,darinel,0.000013,1.871802,0.000024
3683,dark,0.000000,1.871802,0.000000
3684,darla,0.000013,1.871802,0.000024
3685,darlas,0.000006,1.871802,0.000012
3686,darle,0.000206,1.871802,0.000386
3687,darles,0.000045,1.871802,0.000084
3688,darme,0.000161,1.871802,0.000302
3689,darnos,0.000032,1.871802,0.000060
3690,darse,0.000039,1.871802,0.000072
3691,darte,0.000058,1.871802,0.000109
3692,darted,0.000000,0.955511,0.000000
3693,darting,0.000000,1.466337,0.000000
3694,das,0.000084,1.871802,0.000157
3695,date,0.000026,1.871802,0.000048
3696,datilados,0.000006,1.871802,0.000012
3697,dawn,0.000000,1.871802,0.000000
3698,day,0.000000,0.167054,0.000000
3699,de,0.059076,1.871802,0.110579
3700,deadlines,0.000000,1.871802,0.000000
3701,deba,0.000013,1.871802,0.000024
3702,debajo,0.000258,1.871802,0.000483
3703,deban,0.000006,1.871802,0.000012
3704,debe,0.000554,1.871802,0.001038
3705,debemos,0.000013,1.871802,0.000024
3706,deben,0.000142,1.871802,0.000265
3707,deber,0.000006,1.871802,0.000012
3708,debes,0.000084,1.871802,0.000157
3709,debi,0.000483,1.871802,0.000905
3710,debida,0.000032,1.871802,0.000060
3711,debidas,0.000013,1.871802,0.000024
3712,debido,0.000013,1.871802,0.000024
3713,debiendo,0.000013,1.871802,0.000024
3714,debiera,0.000026,1.871802,0.000048
3715,debieras,0.000006,1.871802,0.000012
3716,debieron,0.000032,1.871802,0.000060
3717,debilidad,0.000006,1.871802,0.000012
3718,debilitado,0.000013,1.871802,0.000024
3719,debio,0.000103,1.871802,0.000193
3720,debiste,0.000006,1.871802,0.000012
3721,debo,0.000064,1.871802,0.000121
3722,decantada,0.000006,1.871802,0.000012
3723,decantado,0.000006,1.871802,0.000012
3724,decencia,0.000026,1.871802,0.000048
3725,decendencia,0.000013,1.871802,0.000024
3726,decendi,0.000006,1.871802,0.000012
3727,deceplinantes,0.000006,1.871802,0.000012
3728,dechado,0.000006,1.871802,0.000012
3729,deci,0.001173,1.871802,0.002196
3730,decid,0.000026,1.871802,0.000048
3731,decide,0.000006,1.871802,0.000012
3732,decided,0.000000,0.485508,0.000000
3733,decidme,0.000064,1.871802,0.000121
3734,decienden,0.000006,1.871802,0.000012
3735,deciendo,0.000013,1.871802,0.000024
3736,decilda,0.000006,1.871802,0.000012
3737,decilla,0.000013,1.871802,0.000024
3738,decillas,0.000013,1.871802,0.000024
3739,decille,0.000032,1.871802,0.000060
3740,decilles,0.000006,1.871802,0.000012
3741,decillo,0.000006,1.871802,0.000012
3742,decir,0.001715,1.871802,0.003210
3743,decirla,0.000013,1.871802,0.000024
3744,decirlas,0.000006,1.871802,0.000012
3745,decirle,0.000155,1.871802,0.000290
3746,decirles,0.000019,1.871802,0.000036
3747,decirlo,0.000019,1.871802,0.000036
3748,decirlos,0.000006,1.871802,0.000012
3749,decirme,0.000032,1.871802,0.000060
3750,deciros,0.000058,1.871802,0.000109
3751,decirosla,0.000006,1.871802,0.000012
3752,decirse,0.000103,1.871802,0.000193
3753,decirte,0.000045,1.871802,0.000084
3754,declaraba,0.000045,1.871802,0.000084
3755,declarado,0.000013,1.871802,0.000024
3756,declaraos,0.000006,1.871802,0.000012
3757,declarar,0.000013,1.871802,0.000024
3758,declararle,0.000013,1.871802,0.000024
3759,declararme,0.000013,1.871802,0.000024
3760,declararnos,0.000006,1.871802,0.000012
3761,declarase,0.000026,1.871802,0.000048
3762,declarasen,0.000006,1.871802,0.000012
3763,declare,0.000006,1.871802,0.000012
3764,declaro,0.000013,1.871802,0.000024
3765,decoraban,0.000006,1.871802,0.000012
3766,decoro,0.000032,1.871802,0.000060
3767,dedios,0.000006,1.871802,0.000012
3768,dedo,0.000058,1.871802,0.000109
3769,dedos,0.000039,1.871802,0.000072
3770,deep,0.000000,1.871802,0.000000
3771,deeper,0.000000,0.485508,0.000000
3772,deeply,0.000000,0.955511,0.000000
3773,defectos,0.000006,1.871802,0.000012
3774,defender,0.000058,1.871802,0.000109
3775,defenderme,0.000032,1.871802,0.000060
3776,defenderse,0.000026,1.871802,0.000048
3777,defenderte,0.000006,1.871802,0.000012
3778,defendi,0.000026,1.871802,0.000048
3779,defendido,0.000006,1.871802,0.000012
3780,defendie,0.000006,1.871802,0.000012
3781,defensa,0.000090,1.871802,0.000169
3782,defensores,0.000006,1.871802,0.000012
3783,defie,0.000006,1.871802,0.000012
3784,defienda,0.000006,1.871802,0.000012
3785,defienden,0.000006,1.871802,0.000012
3786,definicio,0.000006,1.871802,0.000012
3787,definitely,0.000000,1.871802,0.000000
3788,definitiva,0.000006,1.871802,0.000012
3789,defraudada,0.000006,1.871802,0.000012
3790,defraudadas,0.000006,1.871802,0.000012
3791,defraudados,0.000006,1.871802,0.000012
3792,defraudando,0.000013,1.871802,0.000024
3793,defraudar,0.000006,1.871802,0.000012
3794,defraudaros,0.000006,1.871802,0.000012
3795,defuera,0.000006,1.871802,0.000012
3796,degollado,0.000013,1.871802,0.000024
3797,dehesa,0.000006,1.871802,0.000012
3798,dehesas,0.000006,1.871802,0.000012
3799,deidad,0.000006,1.871802,0.000012
3800,deis,0.000026,1.871802,0.000048
3801,deja,0.000264,1.871802,0.000495
3802,dejaba,0.000155,1.871802,0.000290
3803,dejaban,0.000052,1.871802,0.000097
3804,dejad,0.000006,1.871802,0.000012
3805,dejada,0.000006,1.871802,0.000012
3806,dejadme,0.000013,1.871802,0.000024
3807,dejado,0.000148,1.871802,0.000278
3808,dejalle,0.000032,1.871802,0.000060
3809,dejallos,0.000006,1.871802,0.000012
3810,dejamos,0.000026,1.871802,0.000048
3811,dejan,0.000039,1.871802,0.000072
3812,dejando,0.000155,1.871802,0.000290
3813,dejar,0.000393,1.871802,0.000736
3814,dejara,0.000103,1.871802,0.000193
3815,dejaran,0.000006,1.871802,0.000012
3816,dejare,0.000071,1.871802,0.000133
3817,dejaremos,0.000006,1.871802,0.000012
3818,dejares,0.000006,1.871802,0.000012
3819,dejari,0.000032,1.871802,0.000060
3820,dejarla,0.000013,1.871802,0.000024
3821,dejarle,0.000032,1.871802,0.000060
3822,dejarlos,0.000006,1.871802,0.000012
3823,dejarme,0.000039,1.871802,0.000072
3824,dejarnos,0.000006,1.871802,0.000012
3825,dejaron,0.000090,1.871802,0.000169
3826,dejaros,0.000006,1.871802,0.000012
3827,dejarse,0.000019,1.871802,0.000036
3828,dejarte,0.000019,1.871802,0.000036
3829,dejas,0.000019,1.871802,0.000036
3830,dejase,0.000142,1.871802,0.000265
3831,dejasen,0.000032,1.871802,0.000060
3832,dejastes,0.000006,1.871802,0.000012
3833,deje,0.000168,1.871802,0.000314
3834,dejemos,0.000019,1.871802,0.000036
3835,dejen,0.000006,1.871802,0.000012
3836,dejes,0.000045,1.871802,0.000084
3837,dejo,0.000419,1.871802,0.000784
3838,del,0.007272,1.871802,0.013611
3839,delante,0.000451,1.871802,0.000845
3840,delantero,0.000019,1.871802,0.000036
3841,deleita,0.000006,1.871802,0.000012
3842,deleitable,0.000006,1.871802,0.000012
3843,deleitan,0.000019,1.871802,0.000036
3844,deleitar,0.000039,1.871802,0.000072
3845,deleite,0.000013,1.871802,0.000024
3846,deleites,0.000006,1.871802,0.000012
3847,delgada,0.000013,1.871802,0.000024
3848,delgadi,0.000006,1.871802,0.000012
3849,delgado,0.000006,1.871802,0.000012
3850,deliberada,0.000006,1.871802,0.000012
3851,deliberado,0.000006,1.871802,0.000012
3852,deliberate,0.000000,1.466337,0.000000
3853,delicada,0.000019,1.871802,0.000036
3854,delicadas,0.000006,1.871802,0.000012
3855,delicadezas,0.000006,1.871802,0.000012
3856,delicado,0.000019,1.871802,0.000036
3857,delicados,0.000013,1.871802,0.000024
3858,delincuente,0.000013,1.871802,0.000024
3859,delincuentes,0.000019,1.871802,0.000036
3860,delito,0.000019,1.871802,0.000036
3861,delitos,0.000026,1.871802,0.000048
3862,della,0.000290,1.871802,0.000543
3863,dellas,0.000064,1.871802,0.000121
3864,dello,0.000058,1.871802,0.000109
3865,dellos,0.000251,1.871802,0.000471
3866,deltas,0.000006,1.871802,0.000012
3867,dema,0.000471,1.871802,0.000881
3868,demand,0.000000,0.955511,0.000000
3869,demanda,0.000039,1.871802,0.000072
3870,demandas,0.000006,1.871802,0.000012
3871,demandase,0.000006,1.871802,0.000012
3872,demanded,0.000000,0.773190,0.000000
3873,demanding,0.000000,1.178655,0.000000
3874,demands,0.000000,0.619039,0.000000
3875,demasi,0.000032,1.871802,0.000060
3876,demasiada,0.000032,1.871802,0.000060
3877,demasiadamente,0.000026,1.871802,0.000048
3878,demasiado,0.000019,1.871802,0.000036
3879,demonio,0.000032,1.871802,0.000060
3880,demonios,0.000032,1.871802,0.000060
3881,demostraciones,0.000019,1.871802,0.000036
3882,demostrativos,0.000006,1.871802,0.000012
3883,demuestran,0.000006,1.871802,0.000012
3884,den,0.000064,1.871802,0.000121
3885,denantes,0.000026,1.871802,0.000048
3886,denostar,0.000006,1.871802,0.000012
3887,dense,0.000013,1.871802,0.000024
3888,dentellear,0.000006,1.871802,0.000012
3889,denuedo,0.000045,1.871802,0.000084
3890,denuestos,0.000013,1.871802,0.000024
3891,depara,0.000006,1.871802,0.000012
3892,deparado,0.000006,1.871802,0.000012
3893,deparara,0.000006,1.871802,0.000012
3894,deparase,0.000006,1.871802,0.000012
3895,depare,0.000013,1.871802,0.000024
3896,deparo,0.000006,1.871802,0.000012
3897,departa,0.000006,1.871802,0.000012
3898,departido,0.000006,1.871802,0.000012
3899,departiera,0.000006,1.871802,0.000012
3900,departir,0.000013,1.871802,0.000024
3901,departire,0.000006,1.871802,0.000012
3902,depo,0.000013,1.871802,0.000024
3903,depositaban,0.000006,1.871802,0.000012
3904,depositado,0.000006,1.871802,0.000012
3905,depositando,0.000006,1.871802,0.000012
3906,depositario,0.000013,1.871802,0.000024
3907,depositasen,0.000006,1.871802,0.000012
3908,depositen,0.000006,1.871802,0.000012
3909,deputado,0.000006,1.871802,0.000012
3910,derecha,0.000058,1.871802,0.000109
3911,derechamente,0.000006,1.871802,0.000012
3912,derechas,0.000019,1.871802,0.000036
3913,derecho,0.000077,1.871802,0.000145
3914,derechos,0.000032,1.871802,0.000060
3915,derramaba,0.000006,1.871802,0.000012
3916,derramada,0.000006,1.871802,0.000012
3917,derramado,0.000013,1.871802,0.000024
3918,derramando,0.000026,1.871802,0.000048
3919,derramar,0.000013,1.871802,0.000024
3920,derramarme,0.000006,1.871802,0.000012
3921,derretirle,0.000006,1.871802,0.000012
3922,derribada,0.000019,1.871802,0.000036
3923,derribado,0.000032,1.871802,0.000060
3924,derribados,0.000006,1.871802,0.000012
3925,derriban,0.000006,1.871802,0.000012
3926,derribar,0.000006,1.871802,0.000012
3927,derribaron,0.000006,1.871802,0.000012
3928,derribe,0.000006,1.871802,0.000012
3929,derribo,0.000039,1.871802,0.000072
3930,derrota,0.000032,1.871802,0.000060
3931,derrumba,0.000006,1.871802,0.000012
3932,derrumbadero,0.000013,1.871802,0.000024
3933,des,0.000026,1.871802,0.000048
3934,desa,0.000064,1.871802,0.000121
3935,desabridamente,0.000006,1.871802,0.000012
3936,desabrido,0.000006,1.871802,0.000012
3937,desabrocha,0.000006,1.871802,0.000012
3938,desabrocharle,0.000006,1.871802,0.000012
3939,desaconsejaban,0.000006,1.871802,0.000012
3940,desafi,0.000045,1.871802,0.000084
3941,desafialle,0.000006,1.871802,0.000012
3942,desafio,0.000006,1.871802,0.000012
3943,desaforada,0.000006,1.871802,0.000012
3944,desaforadas,0.000013,1.871802,0.000024
3945,desaforado,0.000032,1.871802,0.000060
3946,desaforados,0.000039,1.871802,0.000072
3947,desagrade,0.000006,1.871802,0.000012
3948,desagradecida,0.000013,1.871802,0.000024
3949,desagradecido,0.000032,1.871802,0.000060
3950,desaguarse,0.000006,1.871802,0.000012
3951,desaguisado,0.000052,1.871802,0.000097
3952,desalbardara,0.000006,1.871802,0.000012
3953,desalmada,0.000006,1.871802,0.000012
3954,desalmados,0.000019,1.871802,0.000036
3955,desamor,0.000006,1.871802,0.000012
3956,desampara,0.000013,1.871802,0.000024
3957,desamparado,0.000019,1.871802,0.000036
3958,desamparar,0.000013,1.871802,0.000024
3959,desampararme,0.000006,1.871802,0.000012
3960,desampararos,0.000006,1.871802,0.000012
3961,desamparo,0.000006,1.871802,0.000012
3962,desaparecer,0.000006,1.871802,0.000012
3963,desaparecio,0.000006,1.871802,0.000012
3964,desapasionado,0.000006,1.871802,0.000012
3965,desarmaban,0.000006,1.871802,0.000012
3966,desarmado,0.000006,1.871802,0.000012
3967,desarmando,0.000006,1.871802,0.000012
3968,desarmarle,0.000013,1.871802,0.000024
3969,desas,0.000013,1.871802,0.000024
3970,desasir,0.000006,1.871802,0.000012
3971,desasirse,0.000013,1.871802,0.000024
3972,desasosegar,0.000006,1.871802,0.000012
3973,desasosiego,0.000013,1.871802,0.000024
3974,desasosiegos,0.000006,1.871802,0.000012
3975,desastrado,0.000019,1.871802,0.000036
3976,desastre,0.000006,1.871802,0.000012
3977,desastres,0.000006,1.871802,0.000012
3978,desataba,0.000006,1.871802,0.000012
3979,desataban,0.000006,1.871802,0.000012
3980,desatada,0.000006,1.871802,0.000012
3981,desatadlo,0.000006,1.871802,0.000012
3982,desatamos,0.000006,1.871802,0.000012
3983,desatar,0.000013,1.871802,0.000024
3984,desatarlos,0.000006,1.871802,0.000012
3985,desataros,0.000006,1.871802,0.000012
3986,desate,0.000013,1.871802,0.000024
3987,desatinaba,0.000006,1.871802,0.000012
3988,desatinada,0.000013,1.871802,0.000024
3989,desatinado,0.000006,1.871802,0.000012
3990,desatinar,0.000006,1.871802,0.000012
3991,desatino,0.000052,1.871802,0.000097
3992,desatinos,0.000026,1.871802,0.000048
3993,desato,0.000013,1.871802,0.000024
3994,desayunado,0.000013,1.871802,0.000024
3995,desayunarse,0.000006,1.871802,0.000012
3996,desbarataba,0.000006,1.871802,0.000012
3997,desbaratada,0.000006,1.871802,0.000012
3998,desbaratar,0.000006,1.871802,0.000012
3999,desbarato,0.000006,1.871802,0.000012
4000,descabezado,0.000006,1.871802,0.000012
4001,descabezar,0.000006,1.871802,0.000012
4002,descalabrado,0.000006,1.871802,0.000012
4003,descalza,0.000013,1.871802,0.000024
4004,descalzos,0.000013,1.871802,0.000024
4005,descaminada,0.000006,1.871802,0.000012
4006,descaminadas,0.000006,1.871802,0.000012
4007,descaminado,0.000013,1.871802,0.000024
4008,descansaba,0.000006,1.871802,0.000012
4009,descansadamente,0.000006,1.871802,0.000012
4010,descansado,0.000019,1.871802,0.000036
4011,descansando,0.000006,1.871802,0.000012
4012,descansara,0.000006,1.871802,0.000012
4013,descanso,0.000058,1.871802,0.000109
4014,descargado,0.000006,1.871802,0.000012
4015,descargar,0.000019,1.871802,0.000036
4016,descargo,0.000026,1.871802,0.000048
4017,descendencias,0.000006,1.871802,0.000012
4018,descendientes,0.000013,1.871802,0.000024
4019,descin,0.000006,1.871802,0.000012
4020,descoger,0.000006,1.871802,0.000012
4021,descolga,0.000006,1.871802,0.000012
4022,descolgado,0.000006,1.871802,0.000012
4023,descolgo,0.000006,1.871802,0.000012
4024,descolorido,0.000006,1.871802,0.000012
4025,descomedidos,0.000013,1.871802,0.000024
4026,descompostura,0.000006,1.871802,0.000012
4027,descompuestas,0.000006,1.871802,0.000012
4028,descompuesto,0.000006,1.871802,0.000012
4029,descompuestos,0.000013,1.871802,0.000024
4030,descomulgado,0.000019,1.871802,0.000036
4031,descomulgados,0.000013,1.871802,0.000024
4032,descomulgo,0.000006,1.871802,0.000012
4033,descomunal,0.000052,1.871802,0.000097
4034,descomunales,0.000013,1.871802,0.000024
4035,descomunio,0.000013,1.871802,0.000024
4036,desconcertados,0.000006,1.871802,0.000012
4037,desconcierta,0.000006,1.871802,0.000012
4038,desconfianza,0.000006,1.871802,0.000012
4039,desconfianzas,0.000006,1.871802,0.000012
4040,desconocida,0.000019,1.871802,0.000036
4041,desconocido,0.000006,1.871802,0.000012
4042,desconsolada,0.000006,1.871802,0.000012
4043,desconsoladas,0.000006,1.871802,0.000012
4044,desconsolado,0.000006,1.871802,0.000012
4045,descontar,0.000006,1.871802,0.000012
4046,descontenta,0.000019,1.871802,0.000036
4047,descontente,0.000006,1.871802,0.000012
4048,descontento,0.000013,1.871802,0.000024
4049,descorte,0.000019,1.871802,0.000036
4050,descortesi,0.000006,1.871802,0.000012
4051,descoser,0.000006,1.871802,0.000012
4052,descreer,0.000006,1.871802,0.000012
4053,describe,0.000006,1.871802,0.000012
4054,described,0.000000,1.871802,0.000000
4055,describen,0.000006,1.871802,0.000012
4056,describie,0.000006,1.871802,0.000012
4057,describiendo,0.000006,1.871802,0.000012
4058,describio,0.000006,1.871802,0.000012
4059,descubierta,0.000019,1.871802,0.000036
4060,descubiertas,0.000006,1.871802,0.000012
4061,descubierto,0.000116,1.871802,0.000217
4062,descubiertos,0.000013,1.871802,0.000024
4063,descubra,0.000019,1.871802,0.000036
4064,descubre,0.000032,1.871802,0.000060
4065,descubren,0.000013,1.871802,0.000024
